Publication,Round ID,Round Desc/town,Redelivery cut off time M-F,Redelivery cut off time Sat,Redelivery cut off Sun,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A739030001,NEW PLYMOUTH RUN 1 WEST,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A739030002,NEW PLYMOUTH RUN 2 CENTRAL,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A739030003,NEW PLYMOUTH 3 FRANKLEIGH PARK,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A739030004,NEW PLYMOUTH RUN 4 EAST,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A739030005,NEW PLYMOUTH RUN 5 CITY,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A739030006,NEW PLYMOUTH RUN 6 DEVON,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A739030008,NEW PLYMOUTH RUN 8 (BELLBLOCK),N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A740200001,WOODVILLE HOME DELIVERY RUN 1,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A740200002,WAIPUKURAU HOME DEL 2(PETER),N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A740200007,WAIPAWA HOME DEL (PETER),N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A743080001,PARAPARAUMU SUNDAY RUN 1,N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A743080002,PARAPARAUMU SUNDAY RUN 2,N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A743080003,PARAPARAUMU SUNDAY RUN 3,N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A745999001,P/NORTH SUN RUN 1 (KRIS),N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A745999002,P/NORTH SUNDAY RUN 2 (PETER),N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A745999003,P/NORTH SUNDAY RUN 3 (MIKE),N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A745999004,P/NORTH SUNDAY RUN 4(PP),N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A745999005,P/NORTH SUNDAY RUN 5(RAE),N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A745999006,P/NORTH SUNDAY RUN 6(BERNIE),N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A745999007,P/NORTH SUNDAY RUN 7(JAYLEE),N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A746120001,FOXTON HOME DELIVERY RUN 1,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A746120003,FOXTON BEACH HOME/D RUN 1,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A747005001,OTAKI HOME DELIVERY RUN,N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A750002001,PAHIATUA HOME DELIVERY(KENDYL,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A751001001,NAPIER RUN 1 (LEWARNE KELLY),N/A,N/A,9:30 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A751001002,NAPIER RUN 2 (CHARLY HARRIS),N/A,N/A,9:30 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A751001003,NAPIER RUN 3 (DIXIE SAMUELS),N/A,N/A,9:30 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A751001004,NAPIER RUN 4 (BASIL TUHANA),N/A,N/A,9:30 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A751001005,NAPIER RUN 5 (REX HEARST),N/A,N/A,9:30 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A751001006,NAPIER RUN 6 (PETER SMITH),N/A,N/A,9:30 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A751001007,NAPIER RUN 7 (MARK PETERS),N/A,N/A,9:30 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A751001050,NAPIER RUN 50 (GEOFF STOK),N/A,N/A,9:30 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A751001051,NAPIER RUN 51 (CRAN JULIAN),N/A,N/A,9:30 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A762002001,LOWER HUTT RUN 9(NEVILLE)),N/A,N/A,9:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A805010001,GORE HOME DELIVERY,N/A,N/A,11:00 AM,,,,,,,,,,,,,,,,,,,,
Southland Times,S01904000,ALEXANDRA TOWN - RUN 100,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S04063320,PARATA CENTRE,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S04073321,ALBANY REST HOME,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S04083317,CAMERON HOUSE (STICKY),10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S04083318,RESTHAVEN VILLAGE,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S04093319,WINDSOR LIFESTYLE,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S04103331,GORE TOWN - RUN 331,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S04103332,GORE TOWN - RUN 332,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S04103333,GORE TOWN - RUN 333,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S04103334,GORE TOWN - RUN 334,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S04103335,GORE TOWN - RUN 335,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S25108860,PEACEHAVEN HOSPITAL STK,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S25108880,INVERCARGILL PRISON,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S25108895,ASCOT CARE HOME,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S25208810,VICKERY COURT STK,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S25408851,BAINFIELD PARK,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S25502410,CARGILL HOME,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S25508830,TAKITIMU ANGLICAN HOME,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S25556840,GLENBRAE REST HOME STK,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S25602405,CARGILL COURT,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S25605566,ROSE LODGE,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S25702401,ROWENA JACKSON HOME,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S25708820,CALVARY HOSPITAL STK,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S25808810,WAIKIWI GARDENS REST HOME,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S25905710,WALMSLEY HOUSE,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S25908801,CLARE HOUSE,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S25956600,KEW HOSPITAL STK,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S30049801,HOLIDAY PAC INVERCARGILL,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S40106622,"SOUTH 22, 11 RD - RUN 622",10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S50204801,BLUFF TOWN - RUN 001,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S60002220,NORTH RUN 220,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S60002221,NORTH RUN 221 & INDUSTRIAL,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S60002231,NORTH EAST RUN 331,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S60002232,NORTH EAST RUN 332,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S60005533,NORTH EAST RUN 333,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S60005534,NORTH EAST RUN 334,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S60005535,NORTH EAST RUN 335,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S60005536,NORTH EAST RUN 336,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S60005537,NORTH EAST RUN 337,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S60005538,NORTH EAST RUN 338,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S60005751,EAST WEST RUN 551,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S60005752,EAST WEST RUN 552,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S60005753,EAST WEST RUN 553,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S60005754,EAST WEST RUN 554,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S60005755,EAST WEST RUN 555,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S60005756,EAST WEST RUN 556,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S60006661,SOUTH RUN 661,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S60006662,SOUTH RUN 662,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S60006663,SOUTH RUN 663,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S60006664,SOUTH RUN 664,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S60006665,SOUTH RUN 665,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S60006871,SOUTH WEST RUN 771,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S60006872,SOUTH WEST RUN 772,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S60006873,SOUTH WEST RUN 773,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S75107709,RD 9 INVERCARGILL - RUN 709,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S75407708,BEACH ROAD CAMP,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Southland Times,S80257511,WEST MYROSS TOWN - RUN 711,10:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K20251010,TDN RUN 5,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K20251020,TDN RUN 6,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K20251030,TDN RUN 7,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K20251050,TDN RUN 9,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K20251110,TDN RUN 15,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K20251120,TDN RUN 16,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K20251130,TDN RUN 14,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K20251140,TDN RUN 13,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K20251180,TDN RUN 10,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K20251185,TDN RUN 11,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K20251190,INGLEWOOD RUN,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K20251200,TDN RUN 12,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K20801035,TDN RUN 1,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K20801040,TDN RUN 2,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K20801045,TDN RUN 3,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K20801050,TDN RUN 4,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K20801070,TDN RUN 8,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K300110354,BROOKLANDS/LWR VOGELTOWN,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K30011052,EAST END,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K40306007,HAWERA RUN 4,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K403060115,HAWERA RUN 2,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K403060120,HAWERA RUN 1,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K403060145,HAWERA RUN 3,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K405010210,STRATFORD WEST,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K405010215,STRATFORD SOUTH,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,K405010220,STRATFORD EAST,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD1WAVE,RD 1 & 2 Waverley,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD1PATE,RD 1 Patea,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD2PATE,RD 2 Patea,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD11HAWE,RD 11 & 14 Hawera,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD12HAWE,RD 12 Hawera,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD13HAWE,RD 13 Hawera,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD15HAWE,RD 15 Hawera,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD28HAWE,RD 28 Hawera,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD29HAWE,RD 29 Hawera,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD21STRA,RD 21 Stratford,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD22STRA,RD 22 Stratford,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD23STRA,RD 23 Stratford,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD24STRA,RD 24 Stratford,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD25STRA,RD 25 Stratford,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD26STRA,RD 26 & 27 Stratford,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD18ELTH,RD 18 & 19 Eltham,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD6INGL,RD 6 & 10 Inglewood,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD7INGL,RD 7 Inglewood,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD8INGL,RD 8 & 9 Inglewood,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD1NPLY,RD 1 New Plymouth,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD2NPLY,RD 2 New Plymouth,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD3NPLY,RD 3 New Plymouth,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD4NPLY,RD 4 New Plymouth,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD37NPLY,RD 37 New Plymouth,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD42WAIT,RD 42 Waitara,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD43WAIT,RD 43 Waitara,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD44UREN,"RD 44,45,47 & 48 Urenui",9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD31OPUN,RD 31 Opunake,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD32OPUN,RD 32 Opunake,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Taranaki Daily News,TDRD34OPUN,RD 34 & 35 Opunake,9:00 AM,9:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,T01090424,AORAKI POLY TECH,9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,T01090600,WASHDYKE HOME DELIVERY,9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,T01090700,TIMARU TRUCK 2 THROWOFFS,9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,T010907001,TIMARU TRUCK 3 THROWOFFS,9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,T01090733,SC TOYOTA C/- Z STAFFORD ST,9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,T01090758,HOSPITAL (OPERATING THEATRE),9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,T01090760,HOSPITAL (DAY PATIENT SVCES),9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,T01090762,HOSPITAL WARD 10(P.LIDDY),9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,T01090764,HOSPITAL(S.C.D.H.B) ADMIN,9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,T01302105,MARINE PARADE (PRIME PORT),9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,T01302109,HIGHFIELD REST HOME SUBS,9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,T01302112,THE CROFT REST HOME SUBS,9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,T01302114,TALBOT PARK HOSPITAL SUBS,9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,T01302122,MARGARET WILSON HOME SUBS,9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,T01302128,GLENWOOD HOME SUBS,9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,T01302136,PORT F.M.,9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,T013021361,STRATHALLAN REST HOME SUBS,9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,T013021362,THE TERRACE REST HOME SUBS,9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,T01302145,ELLOUGHTON GARDENS SUBS,9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,T013021451,NZ POLICE,9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,T01444427,STRATHALLAN REST HOME 31 KO,9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,T07404030,MCKENZIE HEALTHCARE SUBS,9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,TH-RUN01,The Timaru Herald TOWN RUN 1,9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,TH-RUN02,The Timaru Herald TOWN RUN 2,9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,TH-RUN03,The Timaru Herald TOWN RUN 3,9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,TH-RUN04,The Timaru Herald TOWN RUN 4,9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,TH-RUN05,The Timaru Herald TOWN RUN 5,9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Timaru Herald,TH-RUN06,The Timaru Herald TOWN RUN 6,9:00 AM,10:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,W002002073,TD MATAMATA-TOWN,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,W002002074,TD MATAMATA-TOWN,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,W002002079,TD TOKOROA-TOWN,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,W005002096,TD HUNTLY-TOWN,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT07002101,TD TE-AWAMUTU-TOWN,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT07002103,TD TE-AWAMUTU-TOWN,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT11002109,TD CAMBRIDGE-TOWN,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT11002115,TD CAMBRIDGE-TOWN,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT25002025,CD CHEDWORTH-FAIRFIELD,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT26002026,CD FAIRFIELD-CLAUDELANDS,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT27002027,CD CHARTWELL ENDERLEY,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT28002028,CD FAIRVIEW-DOWNS,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT29002029,CD CHARTWELL-FAIRFIELD,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT30002030,CD PUKETE,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT31002031,CD PUKETE,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT32002032,CD SAINT-ANDREWS,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT33002033,CD BEERESCOURT,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT33002933,CD ATRIUM-APARTMENTS,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT34002034,CD DINSDALE,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT35002035,CD NAWTON-GRANDVIEW-HGTS,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT36002036,CD NAWTON-DINSDALE,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT37002037,CD WESTERN-HEIGHTS-NAWTON,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT38002038,CD TEMPLE-VIEW-DINSDALE,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT39002039,CD MELVILLE-HAM-LAKE,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT40002040,CD DEANWELL-GLENVIEW,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT41002041,CD FRANKTON-MAEROA,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT42002042,CD GLENVIEW,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT43002043,CD HILLCREST-SILVERDALE,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT44002044,CD RIVERLEA-HILLCREST,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT45002045,CD HAMILTON-EAST,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT46002046,CD HAM-EAST-HAM-LAKE,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT47002047,CD ROTOTUNA-FLAGSTAFF,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT48002048,CD HUNTINGTON,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
