Publication,Round ID,Round Desc/town,Redelivery cut off time M-F,Redelivery cut off time Sat,Redelivery cut off Sun,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D045005012,LOWER HUTT RUN 12 (IRENE),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D045005013,LOWER HUT RUN 13(REG),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D045005014,LOWER HUTT RUN 14 (MINESH),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D045005015,LOWER HUTT RUN 15 (DONNA),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D045005016,LOWER HUTT RUN 16 (SALA),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D045005017,LOWER HUTT RUN 17 (SIULOA),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D045005019,LOWER HUTT RUN 19 (GLENN),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D045005020,LOWER HUTT RUN 20 (TALA),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D045005021,EASTBOURNE RUN 21 (TA'ALII),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D045005022,EASTBOURNE RUN 22 (JOCK),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D045005023,EASTBOURNE RUN 23 (GRAEME),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D045005025,U/HUTT RUN 11 (TASH),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D050005001,WAINUIOMATA RUN 1 (EDNA),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D050005002,WAINUIOMATA RUN 2 (ROTA),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D050005003,WAINUIOMATA RUN 3 (NATHAN),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D101005001,WAIKANAE RUN 1 (JOHN),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D101005002,WAIKANAE RUN 2 (CHRISTINE),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D101005003,WAIKANAE RUN 3 (JULIE),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D101005004,WAIKANAE RUN 4 (BARRY),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D101005005,WAIKNAE RUN 5 (JON BLOODWORTH),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D101005010,CHARLES FLEMING RETIREMENT,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D102005001,PARAPARAUMU RUN 1 MIKE LOVELOC,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D102005002,PARAPARAUMU RUN 2 PETER DOYLE,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D102005003,PARAPARAUMU RUN 3 MIKE,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D102005004,PARAPARAUMU RUN 4 PHIL CHANDLE,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D102005005,PARAPARAUMU RUN 5 - MIKE L,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D102005006,PARAPARAUMU RUN 6 FRANK,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D102005007,PARAPARAUMU RUN 7 (EARLE),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D102005008,PARAPARAUMU RUN 8 PETER DOYLE,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D102005009,PARAPARAUMU RUN 9 - NAOMI,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D10200503A,SUMMERSET VILLAGE RUN 3A,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D10200503B,SUMMERSET AGED CARE,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D131002001,WAIROA H/DELIVERY (RUN 1),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D133030001,GISBORNE H/DELIVERY (RUN 1),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D134030002,GISBORNE H/DELIVERY (RUN 2),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D134035003,GISBORNE H/DELIVERY (RUN 3),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D135005001,NAPIER H/DELIVERY (RUN 1),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D135005002,NAPIER H/DELIVERY (RUN 2),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D135005003,NAPIER H/DELIVERY (RUN 3),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D135005004,NAPIER H/DELIVERY (RUN 4),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D135005005,NAPIER H/DELIVERY (RUN 5),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D135005006,NAPIER H/DELIVERY (RUN 6),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D135005007,NAPIER H/DELIVERY (RUN 7),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D135005008,NAPIER H/DELIVERY (RUN 8),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D135005009,NAPIER H/DELIVERY (RUN 9),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D135005010,NAPIER H/DELIVERY (RUN 10),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D138010001,HASTINGS H/DELIVERY (RUN 1),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D138010002,HASTINGS H/DELIVERY (RUN 2),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D138010003,HASTINGS H/DELIVERY (RUN 3),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D138010004,HASTINGS H/DELIVERY (RUN 4),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D138010005,HASTINGS H/DELIVERY (RUN 5),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D138010006,HASTINGS H/DELIVERY (RUN 6),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D138010007,HASTINGS H/DELIVERY (RUN 7),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D138010008,HASTINGS H/DELIVERY (RUN 8),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D138010009,HASTINGS H/DELIVERY (RUN 9),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D141015001,WAIPUKURAU H/DELIVERY (RUN 1),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D141015002,WAIPAWA H/DELIVERY (RUN 2),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D142010001,DANNEVIRKE H/DELIVERY (RUN 1),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D145010002,WOODVILLE RUN 2,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D250005002,WANGANUI DOM RUN 2,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D250005003,WANGANUI DOM RUN 3,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D255015001,FOXTON DOMINION RUN,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D255015002,FOXTON BEACH DOMINION RUN,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D300005001,LEVIN DOM RUN 1,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D300005002,LEVIN DOM RUN 2,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D300005003,LEVIN DOM RUN 3,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D300005004,LEVIN RUN 4,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D301010001,OTAKI RUN 1 (CHARLIE),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D301010002,OTAKI RUN 2 (SPENCER),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D303005001,PN RUN 1 (ANNE TREANOR),8:00 AM,8:30 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D303010002,PN RUN 2 (ROGER BELL),8:00 AM,8:30 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D303015003,PN RUN 3 (MARK DAVIS),8:00 AM,8:30 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D303020004,PN RUN 4 G HOLMES,8:00 AM,8:30 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D303025005,PN RUN 5 (GREG),8:00 AM,8:30 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D303030006,PN RUN 6 (JOHN TAUHORE),8:00 AM,8:30 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D303035007,PN RUN 7 (JEANNETTE BELL),8:00 AM,8:30 AM,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D405005001,GREYTOWN HOME DELIVERY,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D407010001,CARTERTON H/DELIVERY (RUN 1),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D409005001,MASTERTON DOM RUN 1,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D409005002,MASTERTON DOM RUN 2,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D409005003,MASTERTON DOM RUN 3,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D409005004,MASTERTON DOM RUN 4,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D409005005,MASTERTON DOM RUN 5,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D410005001,FEATHERSTON RUN 1 VAN WOERKOM,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D410005011,MARTINBOROUGH RUN 11 (APORO),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D508030001,TURANGI HOME DELIVERIES,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D509010001,TAUPO H/DELIVERY (RUN 1),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D509010002,TAUPO H/DELIVERY (RUN 2),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D509010003,TAUPO H/DELIVERY (RUN 3),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D509010004,TAUPO H/DELIVERY (RUN 4),8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D603005001,PAEKAKARIKI RUN 1,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D605005001,PUKERUA BAY RUN 1,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D605010001,PLIMMERTON RUN 1,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
The Dominion Post,D605015002,PLIMMERTON RUN 2,8:00 AM,08.30am,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M165001001,RUN 001 - KATH - FEILDING,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M165002002,RUN 002 - BARBARA - FEILDING,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M165003003,RUN 003 - MAURICE - FEILDING,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M165004004,RUN 004 - MURRAY - FEILDING,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M165005005,RUN 005 - PAM - FEILDING,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M165006006,RUN 006 - DOUBLE D - FEILDING,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M265007001,RUN 001 - RAE - FOXTON BEACH,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M265008001,RUN 001 - RAE - FOXTON,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M266005501,RUN 001 - BRIAN - LEVIN,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M266010502,RUN 002 - RAE - LEVIN,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M280005001,RUN 001 - JAMES - PAHIATUA,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M295057001,RUN 001 - SANDRA - DANNEVIRKE,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M295073001,RUN 001 - ROSE - WOODVILLE,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M340100072,RUN 472 - KIRKWOOD - SHANNON,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M370003001,RUN 001 - EDDIE - ASHHURST,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M433005051,RUN 151 - TRISH LEHMSTEDT,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M650005001,RUN 001 - JARDINE - PN,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M650010002,RUN 002 - TIM - PN,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M650015003,RUN 003 - DB - PN,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M650020004,RUN 004 - MIKE - PN,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M650025005,RUN 005 - BRIDGET - PN,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M650030006,RUN 006 - ADRIENNE - PN,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M650035007,RUN 007 - KRIS - PN,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M650040008,RUN 008 - JAYS - PN,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M650045009,RUN 009 - SILLY SOLLY - PN,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M650050010,RUN 010 - CRAIG - PN,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M650055011,RUN 011 - MARK - PN,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M650060012,RUN 012 - HILL - PN,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Manawatu Standard,M650065014,RUN 014 - CHARLES - PN,6:00 PM,2:00 PM,N/A,,,,,,,,,,,,,,,,,,,,
Marlborough Express,XC00C1,BLENHEIM - C,6:30 PM,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Marlborough Express,XC00D1,BLENHEIM - D,6:30 PM,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Marlborough Express,XC00E1,BLENHEIM - E,6:30 PM,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Marlborough Express,XC00F1,BLENHEIM - F,6:30 PM,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Marlborough Express,XC00H1,MOTORBIKE H,6:30 PM,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Marlborough Express,XJ00J1,CBD BLENHEIM - XJ00J1,6:30 PM,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Marlborough Express,XJ00J2,WAIRAU HOSPITAL - XJ00J2,6:30 PM,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Marlborough Express,XJ00J3,TAYLORS PASS ROAD,6:30 PM,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Marlborough Express,XK00K1,ABERLEIGH OFFICE,6:30 PM,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Marlborough Express,XK00K10,SPL LIFE UNIT,6:30 PM,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Marlborough Express,XK00K11,SPL LIFE OFFICE,6:30 PM,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Marlborough Express,XK00K12,BETHSAIDA VILLAS,6:30 PM,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Marlborough Express,XK00K2,ASHWOOD UNIT,6:30 PM,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Marlborough Express,XK00K3,BETHSAIDA UNIT,6:30 PM,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Marlborough Express,XK00K4,MAXWELL CARE HOME,6:30 PM,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Marlborough Express,XK00K5,LAKEWOOD OFFICE,6:30 PM,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Marlborough Express,XK00K6,WATERLEA OFFICE,6:30 PM,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Marlborough Express,XK00K8,REDWOOD UNIT,6:30 PM,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Marlborough Express,XK00K9,REDWOOD OFFICE,6:30 PM,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A201999001,DUNEDIN - RUN 1 - SOUTH,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A201999002,DUNEDIN - RUN 2 - NORTH,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A201999003,DUNEDIN - RUN 3 - WEST,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A201999004,DUNEDIN - RUN 4 - EAST,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A202999001,INVERCARGILL - RUN 1,N/A,N/A,12:00 PM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A202999002,INVERCARGILL - RUN 2,N/A,N/A,12:00 PM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A202999003,INVERCARGILL - RUN 3,N/A,N/A,12:00 PM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A202999004,INVERCARGILL - RUN 4,N/A,N/A,12:00 PM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A202999005,INVERCARGILL - RUN 5,N/A,N/A,12:00 PM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A202999006,INVERCARGILL - RUN 6,N/A,N/A,12:00 PM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A203999001,TIMARU - RUN 1,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A203999002,TIMARU - RUN 2,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A204001001,NELSON - RUN 1 - RICHMOND A,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A204001002,NELSON - RUN 2 - STOKE,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A204001003,NELSON - RUN 3 - WAIMEA EAST,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A204001004,NELSON - RUN 4 - WAIMEA WEST,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A204001005,NELSON - RUN 5 - ATAWHAI A,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A204001006,NELSON - RUN 6 - TAHUNANUI,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A204001008,NELSON - RUN 8 - MOTUEKA,N/A,N/A,11:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A204001011,NELSON - RUN 11 - RICHMOND B,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A204001012,NELSON - RUN 12 - ATAWHAI B,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A204001013,NELSON - RUN 13 - LOWER STOKE,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A205010001,BLENHEIM - RUN 1,N/A,N/A,9:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A205010002,BLENHEIM - RUN 2,N/A,N/A,9:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A206010005,CHCH - RUN I,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A206010015,CHCH - RUN B,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A206010025,CHCH - PREBBLETON/LINCOLN,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A206010035,CHCH - RUN C,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A206010045,CHCH - RUN F,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A206010055,CHCH - KAIAPOI,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A206010065,CHCH - RANGIORA/WOODEND,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A206010075,CHCH - RUN G,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A206010085,CHCH - RUN J,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A206010095,CHCH - CENTRAL,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A206010105,CHCH - RUN N,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A206010115,CHCH - RUN A,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A206010125,CHCH - RUN D,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A206010135,CHCH - RUN L,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A206010145,CHCH - RUN M,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A206010155,CHCH - RUN E,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A206010165,CHCH - RUN H,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A206010175,CHCH - RUN O,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A206010185,CHCH - RUN K,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A206010195,CHCH - LYTTELTON,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A206010205,CHCH - TEMPLETON/ROLLESTON,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A206010215,CHCH - RUN P,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A206010225,CHCH - RUN R,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A207001001,OAMARU HOME DELIVERY,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A208001001,ASHBURTON HOME DELIVERY,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A210001001,DUNEDIN - MOSGIEL,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A313010001,AMBERLEY TOWN,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A313010002,OXFORD TOWN,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A411010044,TRUCK 411 DROP 10 RUN 44,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A411010045,TRUCK 411 DROP 10 RUN 45,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A411010046,TRUCK 411 DROP 10 RUN 46,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A411010047,TRUCK 411 DROP 10 RUN 47,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A411030050,TRUCK 411 DROP 30 RUN 50,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A411030051,TRUCK 411 DROP 30 RUN 51,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A411030052,TRUCK 411 DROP 30 RUN 52,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A411030054,TRUCK 411 DROP 30 RUN 54,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A411050019,TRUCK 411 DROP 50 RUN 19,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A411050029,TRUCK 411 DROP 50 RUN 29,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A411050049,TRUCK 411 DROP 50 RUN 49,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A411070055,TRUCK 411 DROP 70 RUN 55,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A411070056,TRUCK 411 DROP 70 RUN 56,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A414003001,TRUCK 414 DROP 3 RUN 1,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
